seed,vectorizer,model,params,accuracy,training_time,prediction_time,peak_memory_train,peak_memory_prediction,precision_class_0,recall_class_0,f1_class_0,precision_class_1,recall_class_1,f1_class_1,precision_class_2,recall_class_2,f1_class_2,precision_class_3,recall_class_3,f1_class_3,precision_class_4,recall_class_4,f1_class_4,precision_class_5,recall_class_5,f1_class_5
2,CountVectorizer,SVC,"{'C': 10, 'kernel': 'linear'}",0.8615,9.985946799999965,1.36783000000014,677.8671875,577.52734375,0.868421052631579,0.9,0.8839285714285714,0.8873239436619719,0.8948863636363636,0.8910891089108911,0.7861271676300579,0.7640449438202247,0.7749287749287749,0.8846153846153846,0.8363636363636363,0.8598130841121495,0.8217821782178217,0.7830188679245284,0.8019323671497585,0.7764705882352941,0.8148148148148148,0.7951807228915663
2,CountVectorizer,SVC,"{'C': 10, 'kernel': 'rbf'}",0.8505,34.100644999999986,2.1726512000000184,797.0078125,577.23046875,0.891459074733096,0.9109090909090909,0.9010791366906474,0.8079710144927537,0.9502840909090909,0.8733681462140992,0.8813559322033898,0.5842696629213483,0.7027027027027027,0.8930041152263375,0.7890909090909091,0.8378378378378378,0.8315789473684211,0.7452830188679245,0.7860696517412935,0.8813559322033898,0.6419753086419753,0.7428571428571429
2,CountVectorizer,SVC,"{'C': 10, 'kernel': 'sigmoid'}",0.762,7.726933899999949,1.3015000999998847,657.52734375,574.65625,0.7208931419457735,0.8218181818181818,0.7680543755310111,0.8027777777777778,0.8210227272727273,0.8117977528089888,0.6445783132530121,0.601123595505618,0.622093023255814,0.8708133971291866,0.6618181818181819,0.7520661157024794,0.7336448598130841,0.7405660377358491,0.7370892018779343,0.75,0.5925925925925926,0.6620689655172414
2,CountVectorizer,MultinomialNB,{'alpha': 0.01},0.661,1.2172002000002067,1.9711900999996033,573.265625,559.4140625,0.5630252100840336,0.8527272727272728,0.67823571945047,0.7986230636833046,0.6590909090909091,0.7221789883268482,0.7169811320754716,0.42696629213483145,0.5352112676056338,0.6905829596412556,0.56,0.6184738955823293,0.6172248803827751,0.6084905660377359,0.6128266033254157,0.625,0.37037037037037035,0.46511627906976744
2,CountVectorizer,MultinomialNB,{'alpha': 0.1},0.757,1.2338804000000891,2.001192600000195,567.90625,558.28125,0.6902777777777778,0.9036363636363637,0.7826771653543307,0.8651315789473685,0.7471590909090909,0.801829268292683,0.7681159420289855,0.5955056179775281,0.6708860759493671,0.7894736842105263,0.7090909090909091,0.7471264367816092,0.6739130434782609,0.7311320754716981,0.7013574660633484,0.6140350877192983,0.43209876543209874,0.5072463768115942
2,CountVectorizer,MultinomialNB,{'alpha': 1.0},0.798,1.2218917999998666,2.003805900000316,568.0859375,557.58984375,0.7175989085948158,0.9563636363636364,0.8199532346063912,0.8222506393861893,0.9133522727272727,0.8654104979811574,0.9113924050632911,0.4044943820224719,0.5603112840466926,0.9045454545454545,0.7236363636363636,0.804040404040404,0.8470588235294118,0.6792452830188679,0.7539267015706806,0.75,0.14814814814814814,0.24742268041237114
2,CountVectorizer,LogisticRegression,"{'C': 0.1, 'penalty': 'l2'}",0.87,1.2003347999998368,2.0245765999998184,592.14453125,557.26171875,0.8710217755443886,0.9454545454545454,0.9067131647776809,0.8542199488491049,0.9488636363636364,0.8990578734858681,0.9117647058823529,0.6966292134831461,0.7898089171974523,0.9057377049180327,0.8036363636363636,0.8516377649325626,0.8429319371727748,0.7594339622641509,0.7990074441687345,0.92,0.5679012345679012,0.7022900763358778
2,CountVectorizer,LogisticRegression,"{'C': 1, 'penalty': 'l2'}",0.892,1.3611910999998145,1.9172687999998743,591.84375,557.28515625,0.9113475177304965,0.9345454545454546,0.9228007181328546,0.9127988748241913,0.921875,0.9173144876325088,0.8265895953757225,0.8033707865168539,0.8148148148148148,0.9014598540145985,0.8981818181818182,0.8998178506375227,0.845771144278607,0.8018867924528302,0.8232445520581114,0.7922077922077922,0.7530864197530864,0.7721518987341772
2,CountVectorizer,LogisticRegression,"{'C': 10, 'penalty': 'l2'}",0.895,1.5524055000000772,1.8426639000003888,591.57421875,556.8515625,0.918918918918919,0.9272727272727272,0.9230769230769231,0.9230769230769231,0.9204545454545454,0.9217638691322901,0.8066298342541437,0.8202247191011236,0.8133704735376045,0.8974358974358975,0.8909090909090909,0.8941605839416058,0.8514851485148515,0.8113207547169812,0.8309178743961353,0.7931034482758621,0.8518518518518519,0.8214285714285714
2,CountVectorizer,KNeighbors,"{'n_neighbors': 3, 'algorithm': 'ball_tree'}",0.578,1.1241006999998717,1.1476811000002272,566.640625,936.58203125,0.4806282722513089,0.8345454545454546,0.6099667774086379,0.702922077922078,0.6150568181818182,0.656060606060606,0.5466666666666666,0.2303370786516854,0.3241106719367589,0.6218905472636815,0.45454545454545453,0.5252100840336135,0.6491228070175439,0.3490566037735849,0.4539877300613497,0.6153846153846154,0.2962962962962963,0.4
