seed,vectorizer,model,params,accuracy,hamming_loss,training_time,prediction_time,peak_memory_train,peak_memory_prediction,precision_class_bug,recall_class_bug,f1_class_bug,precision_class_docs,recall_class_docs,f1_class_docs,precision_class_feature,recall_class_feature,f1_class_feature,precision_class_question,recall_class_question,f1_class_question,precision_class_won't fix,recall_class_won't fix,f1_class_won't fix
5,CountVectorizer,SVC,"{'estimator__C': 1, 'estimator__kernel': 'sigmoid'}",0.48663101604278075,0.1625668449197861,1.1200570000219159,2.021963900013361,67.5859375,66.828125,0.5555555555555556,0.16129032258064516,0.25,1.0,0.18518518518518517,0.3125,0.0,0.0,0.0,0.725,0.9586776859504132,0.8256227758007118,0.5,0.024390243902439025,0.046511627906976744
5,CountVectorizer,SVC,"{'estimator__C': 10, 'estimator__kernel': 'linear'}",0.34759358288770054,0.21176470588235294,1.1118542999611236,2.0548181000049226,67.68359375,67.00390625,0.25,0.1935483870967742,0.21818181818181817,0.6,0.2222222222222222,0.32432432432432434,1.0,0.1,0.18181818181818182,0.7089552238805971,0.7851239669421488,0.7450980392156863,0.2972972972972973,0.2682926829268293,0.28205128205128205
5,CountVectorizer,SVC,"{'estimator__C': 10, 'estimator__kernel': 'rbf'}",0.4385026737967914,0.1786096256684492,1.1202826999942772,3.0514383999980055,68.20703125,67.71484375,0.4166666666666667,0.16129032258064516,0.23255813953488372,0.7142857142857143,0.18518518518518517,0.29411764705882354,0.0,0.0,0.0,0.7096774193548387,0.9090909090909091,0.7971014492753623,0.2857142857142857,0.04878048780487805,0.08333333333333333
5,CountVectorizer,SVC,"{'estimator__C': 10, 'estimator__kernel': 'sigmoid'}",0.32085561497326204,0.23422459893048128,2.8233138999785297,2.692109899944626,67.99609375,67.75390625,0.2777777777777778,0.3225806451612903,0.29850746268656714,0.5,0.3333333333333333,0.4,0.0,0.0,0.0,0.7391304347826086,0.7024793388429752,0.7203389830508474,0.22857142857142856,0.1951219512195122,0.21052631578947367
5,CountVectorizer,MultinomialNB,{'estimator__alpha': 0.01},0.39037433155080214,0.20855614973262032,2.35125710000284,2.121575600001961,68.140625,67.9296875,0.2608695652173913,0.1935483870967742,0.2222222222222222,0.4782608695652174,0.4074074074074074,0.44,0.0,0.0,0.0,0.7596899224806202,0.8099173553719008,0.784,0.20689655172413793,0.14634146341463414,0.17142857142857143
5,CountVectorizer,MultinomialNB,{'estimator__alpha': 0.1},0.40106951871657753,0.20641711229946524,2.0290572999510914,1.9013301000231877,68.0234375,67.8984375,0.25,0.1935483870967742,0.21818181818181817,0.5909090909090909,0.48148148148148145,0.5306122448979592,0.0,0.0,0.0,0.7615384615384615,0.8181818181818182,0.7888446215139442,0.1935483870967742,0.14634146341463414,0.16666666666666666
5,CountVectorizer,MultinomialNB,{'estimator__alpha': 1.0},0.4117647058823529,0.1754010695187166,1.9298983000335284,1.9259135000174865,68.0234375,67.76171875,0.3076923076923077,0.12903225806451613,0.18181818181818182,0.7272727272727273,0.2962962962962963,0.42105263157894735,0.0,0.0,0.0,0.7714285714285715,0.8925619834710744,0.8275862068965517,0.1875,0.07317073170731707,0.10526315789473684
5,CountVectorizer,LogisticRegression,"{'estimator__C': 0.1, 'estimator__penalty': 'l2'}",0.45989304812834225,0.1839572192513369,1.9643093000049703,1.8761961000273004,69.14453125,69.015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6593406593406593,0.9917355371900827,0.7920792079207921,0.0,0.0,0.0
5,CountVectorizer,LogisticRegression,"{'estimator__C': 1, 'estimator__penalty': 'l2'}",0.44385026737967914,0.17754010695187167,1.4823211999610066,1.872065199946519,69.07421875,68.9375,0.4,0.12903225806451613,0.1951219512195122,1.0,0.1111111111111111,0.2,0.0,0.0,0.0,0.7171052631578947,0.9008264462809917,0.7985347985347986,0.2,0.024390243902439025,0.043478260869565216
5,CountVectorizer,LogisticRegression,"{'estimator__C': 10, 'estimator__penalty': 'l2'}",0.40106951871657753,0.19037433155080213,1.4809990999638103,1.8622009999817237,69.0078125,69.01171875,0.3333333333333333,0.16129032258064516,0.21739130434782608,0.6666666666666666,0.14814814814814814,0.24242424242424243,0.0,0.0,0.0,0.7278911564625851,0.8842975206611571,0.7985074626865671,0.2,0.0975609756097561,0.13114754098360656
